c_01	c_1	c_2	n_1	n_2	c_3	c_4	c_5	n_3	c_6	t_1	n_4	n_5	n_6	n_7	n_8	n_9	n_10	n_11	n_12	n_13	n_14	n_15	n_16	n_17	n_18	n_19	n_20	n_21	n_22	c_7	n_23	n_24	n_25	n_26	n_27
16962024812974968307	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
6439772688050869190	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
17381860453914573501	14771401151246747869	4529547976891745581	158.378	46.4135	4485272277377662183	11666915786961068307	8080533469335952745	1	6843963171864976598	1463215575208	1	1	143.5	14.5	1	14441.5	29.5	350.5	392.5	1	1	18275.5	139	3266.5	19204	40882	1010.5	1	1	6843963171864976598	1	1	1	134.5	20.5
5012988841479806475	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
6078794879807259285	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
1526741236906848066	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
11288377063548395036	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
5025117135619809458	14771401151246747869	10843032440407065958	175.271	48.1178	8378108768452697267	15327311328677242761	3027499780234405913	40	15026583530804077823	1455367347288	1	1	164.5	112	100	17912.5	1	1	400	1	1	38.5	1811.5	1	11177.5	13025.5	994	1	1	6843963171864976598	1	1	1	182.5	7
9957551379970728451	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
370133359201564102	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
12804349400989114629	14771401151246747869	13235116171651112231	171.08	35.6911	16870020786991271308	NaN	14088208938590195129	1	6843963171864976598	1461512124135	1	1	28	146.5	1	14.5	19	73	80.5	1	1	1	1	1	1	1	326.5	1	1	6843963171864976598	1	1	1	1	1
15887103098502849707	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
16632135172541499476	14771401151246747869	6004133392013696636	182.74	59.2244	567940193888357937	35449646366330138	9508986070882694562	28	6843963171864976598	1458120118200	1	1	22	146.5	82	4591	1	1	14.5	1	1	149.5	496	1136.5	3730	5509	163	1	1	6843963171864976598	1	1	1	1	1
9741053785016188474	14771401151246747869	11862852114402494538	179.979	40.1684	6581091557036131177	NaN	8146055994240252581	35.5	6843963171864976598	1445323922328	1	1	1	1	1	1	2.5	34	1	1	1	1	56.5	1	1	56.5	2.5	1	1	6843963171864976598	1	1	1	1	1
18279979793492953257	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
13631933427486230778	14771401151246747869	10211136965740185639	1	1	12855404259964902474	11261401698403513030	6354429952891562218	37	14919582067413543358	1460355634242	1	1	1678	2.5	79	868560	5.5	4	34	1	1	49100.5	5245	58121.5	126110	238574	2176	1	1	6843963171864976598	1	1	1	641.5	151
8029355345625503008	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
15909583675359786099	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
3550431768657754488	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
9487433404642566559	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
5743142211201573799	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
16181546533249194133	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
8350257550929791412	14771401151246747869	10042331214081538537	172.046	34.7905	15327303923343906653	NaN	3027499780234405913	37	6843963171864976598	1426065433336	1	4	40	71.5	1	703	1	68.5	13	1	1	1	73	1	962.5	1034.5	89.5	1	1	6843963171864976598	1	1	1	1	1
14840264157640988458	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
3967015770855720297	14771401151246747869	12273705178034493680	178.665	48.2416	4565622213038908509	7676342162347869343	3027499780234405913	50.5	6843963171864976598	1468817212230	1	44.5	136	145	56.5	69652	1	1	23.5	1	1	229	1144	4495	105733	111598	905.5	1	1	6843963171864976598	1	1	1	257.5	14.5
3700974929871419109	14771401151246747869	463572732714114308	176.308	61.5727	6220772307398391706	13871198517152104089	9203211364990347262	38.5	34453685010072459	1467183138356	1	86.5	28	94	1	7811.5	1	1	1	1	1	1	4507	856	39829	45190	389.5	1	1	6843963171864976598	1	1	1	1	1
10223121504461388747	14771401151246747869	11146347407287480138	181.593	55.1169	17465306663676244936	12755145710545977312	7941305549320701127	31	14771401151246747869	1468157391419	1	1	4	10	1	8.5	5.5	25	13	1	1	1	470.5	106	12103	12677.5	104.5	1	1	6843963171864976598	1	1	1	1	1
9517415606235559681	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
789881640280253577	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
16216968288596674246	34453685010072459	4799877691223024836	157.855	44.0779	14605765816249056498	9853025728200234996	16256945696872958129	31	15026583530804077823	1482211439413	1	41.5	1085.5	43	7688.5	2417.5	118	875.5	1924	1	1	23753.5	7208.5	5608	56413	92980	2299	1	1	6843963171864976598	1	1	1	188.5	151
4148659795649772612	34453685010072459	10283387307965708614	166.64	50.4782	17746850884653673324	4772545122423124957	16256945696872958129	29.5	6843963171864976598	1460723450379	1	50.5	625	95.5	242.5	4352.5	2.5	1	1	1	1	157	425.5	4642	5792.5	11014	466	1	1	6843963171864976598	1	1	1	1	70
5905678223079967900	14771401151246747869	7265916326799606203	1	1	12333046667890455411	NaN	9203211364990347262	130	6843963171864976598	1470126683228	1	176.5	7	1	1	2738.5	1	1	4	1	1	1	14162.5	72043	59482	145686	2485	1	1	6843963171864976598	1	1	1	1	1
2800311687501898267	34453685010072459	7265916326799606203	-119.278	39.6588	18126081107256370057	8597423942596510645	5656685945142785391	40	14771401151246747869	1458046688375	1	22784.5	24563.5	13	202316	417598	10	52	214	1	1	134476	59546.5	152374	107522	453916	728.5	1	1	6843963171864976598	1	1	5.5	38.5	151
8130481992490890756	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
8799236192407271121	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
14479865712364622934	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
2633846486520996398	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
4112554114867245400	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
928583219775750853	14771401151246747869	3659863142344469883	1.32221	78.4089	15315402943409516320	NaN	15752332902437990865	1	6843963171864976598	1483832466332	1	38.5	2.5	11.5	1	19	1	1	1	1	1	977.5	4417	2074	1691.5	9157	133	1	1	6843963171864976598	1	1	1	1	1
16011441999022911783	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
11499732249809226600	14771401151246747869	17677252942099235658	162.273	40.3899	1044241618788279666	NaN	18039304162397308428	1	6843963171864976598	1482384413328	1	13	7	209.5	1	1	1	13	35.5	1	1	119358	34105	90422.5	43148.5	287030	2329	1	1	6843963171864976598	1	1	1	1	1
10525670309736444301	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
9533113054374594498	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
14005465930552592320	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
6391615168747963606	34453685010072459	17645194506355745051	171.731	48.4031	2329211176924961620	15200766833362505770	9203211364990347262	1	6843963171864976598	1463223671335	1	13	379	22	1	809.5	1	1	1	1	1	1	1	4	1	4	2.5	1	1	6843963171864976598	1	1	1	1	85
6053391696310222282	14771401151246747869	7638001807695707609	175.525	60.9063	6220772307398391706	13871198517152104089	5656685945142785391	38.5	6843963171864976598	1488806975237	1	1	10	14.5	1	8.5	11.5	89.5	1	1	1	95.5	5.5	1	353.5	452.5	22	1	1	6843963171864976598	1	1	1	1	1
12718606084724533713	34453685010072459	7638001807695707609	170.096	58.6778	2771917408690442758	NaN	5656685945142785391	1	6843963171864976598	1486170566172	1	7	67	95.5	1	2071	41.5	995.5	25	1	1	10628.5	14690.5	23057.5	52126	100500	401.5	1	1	6843963171864976598	1	1	1	1	1
15209625073154688983	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
11860232805255338993	14771401151246747869	843703376530195203	171.311	34.3358	12844290417760759985	NaN	7941305549320701127	1	6843963171864976598	1467648008346	1	1	5.5	11.5	1	1	1	5.5	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
11956429987740379116	14771401151246747869	4746685179026603829	175.681	60.8999	6220772307398391706	13871198517152104089	3027499780234405913	32.5	6843963171864976598	1427853686215	1	1	16	145	1	1	2.5	1	1	1	1	1	1	2.5	1	2.5	2.5	1	1	6843963171864976598	1	1	1	1	1
2625390204852248854	14771401151246747869	14501960679401116848	174.713	59.7299	6828291961868330005	NaN	5083169309446148209	1	6843963171864976598	1471274492189	1	158.5	185.5	16	3155.5	523	2.5	23.5	859	1	1	16843	12107.5	15067	19922.5	63937	766	1	1	6843963171864976598	1	1	1	391	46
6338160007286591311	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
4695854225441012332	14771401151246747869	7265916326799606203	205.83	52.7452	17431552457254035563	NaN	5656685945142785391	1	6843963171864976598	1464431936297	1	1	4	11.5	1	1	1	1	1	1	1	271	83.5	194.5	409	955	230.5	1	1	6843963171864976598	1	1	1	1	1
2669769283046876081	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
11811925079341308995	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
16562140541242972266	14771401151246747869	10283387307965708614	177.658	59.4163	17206023593600067121	11058795760867858417	16256945696872958129	37	6843963171864976598	1456570281196	1	103	76	41.5	44.5	12655	1	503.5	374.5	1	1	2242	1061.5	4685.5	14597.5	22583.5	466	1	1	6843963171864976598	1	1	1	1	2.5
9062884168104915498	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
2531984863158287202	34453685010072459	7638001807695707609	178.762	48.4683	4565622213038908509	10535954191384696709	16244310678531341320	46	14771401151246747869	1461126773300	1	860.5	3061	97	3538	4366	1	47.5	17.5	1	1	1	8800	1022.5	8722	18542.5	553	1	1	6843963171864976598	1	1	1	25	151
3084464402197279862	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
3967324764795069633	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
9355779835346123023	34453685010072459	7044936674679791909	173.905	49.7372	15625989968720022051	NaN	1962071125954095322	23.5	6843963171864976598	1469160800144	1	1	341.5	1	11.5	8.5	7	7	1	1	1	1	146.5	1154.5	26.5	1325.5	178	1	1	6843963171864976598	1	1	1	1	50.5
6331593375980022009	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
17329668212861258343	14771401151246747869	8286680241381910257	151.295	39.5671	12471062070605980947	NaN	3027499780234405913	1	15026583530804077823	1469421929292	1	1	10	4	1	1132	2.5	38.5	1	1	1	553	17.5	1583.5	40	2191	56.5	1	1	6843963171864976598	1	1	1	1	1
8822246216004872755	14771401151246747869	365499941689587303	175.628	60.8139	6220772307398391706	NaN	7941305549320701127	1	6843963171864976598	1488729341373	1	2.5	1	1	1	2.5	1	1	1	1	1	728.5	14.5	67	113.5	920.5	155.5	1	1	6843963171864976598	1	1	1	1	1
8770577841630176513	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
16299874995769139173	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
13300088457701456886	14771401151246747869	15340044439702110865	178.759	49.0051	13511053462217847232	NaN	18039304162397308428	1	6843963171864976598	1487244746315	1	1	2.5	77.5	1	8.5	1	1	4	1	1	1	20938	8914	4595.5	34445.5	259	1	1	6843963171864976598	1	1	1	1	1
574016561718283009	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
13892876328429434313	14771401151246747869	5983057599245695374	191.707	57.7205	15559584198659413885	NaN	5656685945142785391	40	14771401151246747869	1425303063344	1	1	5.5	25	77.5	419.5	1	4	38.5	1	1	10501	2275	25324	107006	145104	1075	1	1	6843963171864976598	1	1	1	181	1
8877499830046481673	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
509745105767574854	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
2683483915314633138	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
923888104664529941	14771401151246747869	2953815255173094544	176.438	54.2915	11227386205850981012	NaN	6354429952891562218	1	15744588034618892817	1461244314333	1	287.5	61	83.5	7	1811.5	1	17.5	20.5	1	1	1	1	1	1	1	3157	1	1	6843963171864976598	1	1	1	4	2.5
9486569046031116662	14771401151246747869	15197791967394326946	166.774	37.3113	18016472260841652352	NaN	8080533469335952745	1	6843963171864976598	1489417787424	1	1	29.5	7	1	8.5	29.5	2065	43	1	1	2348.5	622	335.5	8585.5	11888.5	323.5	1	1	6843963171864976598	1	1	1	1	1
2909541212235850658	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
9475569702372012646	34453685010072459	16498594452945528807	174.928	43.6785	18333545852832717167	NaN	3027499780234405913	40	6843963171864976598	1461854747320	1	1	314.5	4	31	434.5	46	3121	7	1	1	269.5	2483.5	3160	889	6799	208	1	1	6843963171864976598	1	1	1	1	17.5
2555444604741679258	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
200768134603137769	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
4782811553804926291	14771401151246747869	7265916326799606203	183.165	47.6448	7728751497385427149	4025608279380198758	5656685945142785391	38.5	6843963171864976598	1447254705370	1	25	89.5	23.5	1	469	16	1151.5	353.5	1	1	7235.5	1	20.5	13675	20929	332.5	1	1	6843963171864976598	1	1	1	43	1
7364646271621902839	14771401151246747869	645805385508973343	180.726	48.9254	736655387931501070	171511812675896760	16574518080761652174	40	14771401151246747869	1461767349312	1	40	170.5	214	53.5	28768	1	28	965.5	1	1	631	2845	9872.5	21706	35051.5	1717	1	1	6843963171864976598	1	1	1	550	25
11071129100677785028	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
8929155856856183462	14771401151246747869	18246259036541468529	174.492	49.973	15778324064305067075	NaN	12172113128878323508	1	6843963171864976598	1488978653158	1	74.5	2.5	16	1	217	1	1	16	1	1	5185	6107.5	5570.5	22808.5	39668.5	265	1	1	6843963171864976598	1	1	1	190	1
9651932140826960663	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
15074581844357036190	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
1680198818648549905	14771401151246747869	18365005656140759882	183.504	47.8535	7728751497385427149	NaN	5656685945142785391	31	6843963171864976598	1445170930122	1	2.5	212.5	272.5	1	40333	1	1	1	1	1	6355	8.5	3457	3112	12929.5	131.5	1	1	6843963171864976598	1	1	1	1	5.5
4497458617815163298	34453685010072459	7964771042264225782	177.477	37.7395	10855837846870210727	1425785792086908202	5656685945142785391	31	14771401151246747869	1426176171158	1	1	158.5	2.5	52	1255	2.5	1	1	1	1	2.5	368.5	599.5	3751	4718.5	103	1	1	6843963171864976598	1	1	1	1	11.5
11655879679842267600	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
10403104645402810530	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
15624761490681167978	14771401151246747869	9773026300722614985	180.716	44.6586	18166872210092895898	15340488303823192798	3027499780234405913	1	6843963171864976598	1460549799468	1	169	511	11.5	187	294829	1	22	631	1	1	23824	39469	30833.5	92633.5	186757	2077	1	1	6843963171864976598	1	1	1	2606.5	32.5
4493286629035944348	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
1857593800605614671	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
8567484812619643915	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
12649356992813421662	34453685010072459	4272685614573394171	158.734	39.6839	17146556230104921409	13941580923878329612	9203211364990347262	23.5	34453685010072459	1471588243166	1	1	208	31	182.5	176.5	35.5	1507	166	1	1	15463	5069.5	17869	18134.5	56533	790	1	1	6843963171864976598	1	1	1	5.5	14.5
5764462517499748452	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
15323198958969647759	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
8037043981558239731	34453685010072459	10211136965740185639	165.958	60.7389	18012197336248994987	12729757940254762803	5656685945142785391	34	6843963171864976598	1459148632479	1	1	28102	2.5	19604.5	473726	5.5	4	1400.5	1	1	31027	71441.5	68050	119844	290359	2575	1	1	6843963171864976598	1	1	1	3572.5	151
6696817486622916788	14771401151246747869	15422823039875046051	176.569	56.0047	8368477156682922943	NaN	16244310678531341320	1	14919582067413543358	1479157635391	1	13	26.5	265	1	3584.5	1	1	62.5	1	1	1717	22847.5	10859.5	34657	70078	584.5	1	1	6843963171864976598	1	1	1	31	1
9879337843732547254	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
18442659382975860070	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
817549890036527303	34453685010072459	7638001807695707609	172.462	46.6649	18312104889363715121	4532628721693778760	11057990933290416510	28	14771401151246747869	1470919154447	1	53.5	8948.5	5.5	37	17254	20.5	59.5	626.5	1	1	22456	12895	50653	98053	184054	4874.5	1	1	6843963171864976598	1	1	1	401.5	151
10548816706964398620	34453685010072459	13882554632700455398	174.716	38.1036	1515814145325380953	NaN	8494060603423735195	1	6843963171864976598	1480029466395	1	1	137.5	4	1	8.5	49	2161	1	1	1	1	20.5	524.5	2306.5	2849.5	164.5	1	1	6843963171864976598	1	1	1	1	1
13782072046769675230	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
15207394134413637075	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
16034142714150041452	14771401151246747869	14130971069638407245	170.677	55.293	5220977896050841544	13871198517152104089	5083169309446148209	43	6843963171864976598	1469719046276	1	1	77.5	955	1	61	1	2.5	64	1	1	2983	18806.5	9635.5	17506	48928	1448.5	1	1	6843963171864976598	1	1	1	1	1
16612811289408322341	14771401151246747869	7407684843732645521	157.116	46.9781	13301720600350218719	NaN	5656685945142785391	1	6843963171864976598	1483217280467	1	1	22	22	88	4444	1	2.5	104.5	1	1	10951	3223	4148.5	9799	28118.5	388	1	1	6843963171864976598	1	1	1	1	2.5
7364153227490079240	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
