c_02	c_1	c_2	n_1	n_2	c_3	c_4	c_5	n_3	c_6	t_1	n_4	n_5	n_6	n_7	n_8	n_9	n_10	n_11	n_12	n_13	n_14
11993824823701104879	34453685010072459	463572732714114308	173.942	51.2601	7767233736704812458	7860320755551139794	5083169309446148209	1	6843963171864976598	1480773066298	2.5	757	37	377.5	8335	4	7	3745	151	220	1
13269332776703645025	34453685010072459	8286680241381910257	174.035	35.1674	9934576631228333540	1828338235877418371	8494060603423735195	31	6843963171864976598	1486370513252	2.5	106	115	244	1	1	13	86.5	25	44.5	1
8812885601109390903	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
7818367334244428311	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
11438485920210462905	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
14436573217983998666	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
14392787204975315834	34453685010072459	7265916326799606203	170.735	35.5334	6306913683848874426	NaN	5656685945142785391	1	6843963171864976598	1460389593264	2.5	110.5	37	668.5	14.5	1	5.5	367	35.5	692.5	1
7787045074745165914	34453685010072459	17089004857331286805	156.681	47.1286	13301720600350218719	NaN	16244310678531341320	1	6843963171864976598	1461681358455	2.5	185.5	14.5	10	283	5.5	8.5	1091.5	46	376	1
15749063245030966316	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
10861109248880206144	14771401151246747869	3659863142344469883	168.252	55.0194	3781399903945288432	1425785792086908202	5656685945142785391	38.5	14771401151246747869	1467191721165	2.5	212.5	92.5	218.5	67628.5	2.5	50.5	865	37	67	1
5326115086592441610	14771401151246747869	9614733757505261302	188.877	66.678	2484761860878820743	NaN	5656685945142785391	1	6843963171864976598	1469983893334	2.5	16	4	1	31229.5	1	2.5	1	1	1	1
567173486970834330	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
15948248704452737543	34453685010072459	7964771042264225782	181.656	48.7939	4420317783970329551	15316689738187232527	8494060603423735195	28	6843963171864976598	1476163231416	2.5	77.5	7	25	8.5	1	1	14.5	5.5	1	1
15429261901532319376	34453685010072459	15918897007850920178	172.111	61.6119	12413498334923365339	NaN	16256945696872958129	1	6843963171864976598	1480730248238	2.5	1	1	1	1	1	1	1	1	1	1
6955907635755146679	34453685010072459	9770875212388138541	156.391	3.33606	12985540736725990585	14717748948578675681	5083169309446148209	1	6843963171864976598	1489348948110	2.5	43	19	115	100	1	52	76	7	109	1
7331019517286949067	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
13631984110692655651	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
15117984884302533713	34453685010072459	15581449471719456830	181.022	46.9796	12653382502878221178	NaN	3027499780234405913	28	6843963171864976598	1462723971240	2.5	56.5	17.5	103	1	1	2.5	181	10	16	1
3919125222645594394	34453685010072459	16020623782118324895	179.849	52.9676	17444230378184137315	NaN	16244310678531341320	31	14771401151246747869	1467970809435	2.5	403	41.5	1645	950.5	14.5	22	2123.5	65.5	896.5	1
2478369734018475213	34453685010072459	4327320840796792320	176.874	59.516	17206023593600067121	9853025728200234996	3027499780234405913	32.5	6843963171864976598	1472447665460	2.5	6860.5	106	659.5	50690.5	1	1	7648	151	46	1
9170917862309135265	14771401151246747869	7265916326799606203	172.152	34.951	15327303923343906653	11171414076345299985	5656685945142785391	44.5	6843963171864976598	1483226089248	2.5	49	19	1	8.5	1	52	1	1	1	1
7097746693532611640	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
17125626320370431453	34453685010072459	14550647659428803805	180.319	49.633	12387699111785686449	NaN	5656685945142785391	1	14771401151246747869	1437976647465	2.5	212.5	1	1171	92.5	1	73	391	32.5	1	1
5113206646773228566	34453685010072459	3659863142344469883	182.083	47.9349	12855404259964902474	7905935701153826360	5656685945142785391	35.5	6843963171864976598	1458627873129	2.5	1124.5	13	2.5	1	1	1	1904.5	151	1	1
9815564106453972898	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
6123353520670911107	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
7414226308913471163	14771401151246747869	7265916326799606203	171.907	35.1413	15327303923343906653	2473457835650580586	5656685945142785391	40	6843963171864976598	1480770931481	2.5	13	25	35.5	9254.5	1	2.5	34	4	1	1
14342341391911468581	34453685010072459	7638001807695707609	176.727	52.3827	7956306945921279260	NaN	5083169309446148209	38.5	6843963171864976598	1483843872165	2.5	64	2.5	100	8.5	1	1	91	5.5	1	1
4185240870490680980	34453685010072459	3875281194045982152	1	1	11772423029702361287	NaN	5656685945142785391	1	6843963171864976598	1488669362123	2.5	11.5	4	8.5	1	16	191.5	8.5	2.5	10	1
18263855554951677557	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
4884175068312032612	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
13679149961547618423	34453685010072459	7265916326799606203	183.222	47.6589	7728751497385427149	NaN	5656685945142785391	1	34453685010072459	1458654332318	2.5	5443	47.5	163	3427	1	1	9586	151	1	1
12100433216459126722	14771401151246747869	4327320840796792320	178.988	48.8013	13511053462217847232	11261401698403513030	5656685945142785391	40	6843963171864976598	1460030356282	2.5	1757.5	56.5	44.5	305017	11.5	851.5	14410	151	2.5	1
15888850042933689557	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
17587823111385134134	34453685010072459	7265916326799606203	176.949	48.6141	6353108568278590683	NaN	5656685945142785391	1	6843963171864976598	1473570011319	2.5	1508.5	28	445	5309.5	2.5	13	48346	131.5	1	1
8296564567059103897	34453685010072459	7638001807695707609	1	1	15625989968720022051	5934422841821369788	5656685945142785391	28	6843963171864976598	1476692282200	2.5	1	1	1	1	1	1	1	1	1	1
10398007602184979247	34453685010072459	7964771042264225782	160.946	45.0641	9635603008648383983	NaN	17335592751513898590	1	6843963171864976598	1477019005275	2.5	70	8.5	64	1351	1	1	1486	16	1	1
14041271717437492675	34453685010072459	10211136965740185639	172.258	34.4456	7495849461286170116	NaN	5656685945142785391	1	6843963171864976598	1478962938184	2.5	196	11.5	1	8.5	1	1	1271.5	55	1	1
775797062087285974	34453685010072459	7919390393127646748	182.886	43.2345	4553890718153198301	7676342162347869343	3027499780234405913	28	14771401151246747869	1479909460300	2.5	275.5	55	119.5	1994.5	1	1	707.5	38.5	1	1
10855822984897868667	14771401151246747869	1302322789487834240	169.785	50.4817	406742950264932223	18287832618552294197	16244310678531341320	1	14771401151246747869	1481105493222	2.5	328	70	562	8351.5	1	49	614.5	43	1	1
2750296430093549443	34453685010072459	3659863142344469883	189.06	66.8089	2484761860878820743	12193637697397488204	5083169309446148209	41.5	6843963171864976598	1481111572304	2.5	257.5	73	203.5	578.5	4	89.5	1256.5	55	410.5	1
3440811769953801411	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
257044479445383272	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
6316403885122183173	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
13986906500558465958	34453685010072459	8286680241381910257	1	1	5819993207904722510	4078891670448421760	5656685945142785391	35.5	6843963171864976598	1466913058203	2.5	271	56.5	1	8.5	1	4	54638.5	94	1	1
672958003463896758	14771401151246747869	3373730799389196222	171.748	52.7999	3164121748884072765	5934422841821369788	16256945696872958129	37	14771401151246747869	1467436148273	2.5	527.5	343	160	8633.5	19	701.5	68.5	8.5	1	1
5492598917205172707	34453685010072459	15694656548661744051	171.513	35.2201	7555030694101606672	10761487288449765106	5656685945142785391	35.5	6843963171864976598	1478504351250	2.5	130	13	2320	95.5	1	1	992.5	25	1	1
4502481291171289678	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
12626113602668264636	34453685010072459	9969241723639760075	176.54	59.6745	17206023593600067121	NaN	9203211364990347262	1	6843963171864976598	1449790590115	2.5	95.5	37	1	1	8.5	10	1	1	1	1
13832021606725198945	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
14087409002994601702	14771401151246747869	11050615065465248202	179.546	48.476	13511053462217847232	2520508742614850325	8494060603423735195	47.5	6843963171864976598	1459682800259	2.5	301	344.5	1136.5	15782.5	13	175	533.5	13	19	1
7255543177891735343	14771401151246747869	7543898124157178892	169.675	55.5707	5220977896050841544	NaN	9203211364990347262	1	6843963171864976598	1468423584190	2.5	766	143.5	583	16042	1	179.5	150001	151	3742	1
13365932199378452308	14771401151246747869	15694656548661744051	175.732	59.9338	13983803425652018616	NaN	5656685945142785391	1	6843963171864976598	1469112742280	2.5	217	13	83.5	937	1	1	9833.5	37	1	1
15146623293033826137	34453685010072459	10211136965740185639	186.64	69.3799	5779372271944286264	2743811494413578345	8494060603423735195	34	6843963171864976598	1480069168403	2.5	145	38.5	184	293.5	1	1	52	14.5	1	1
1284487912294895483	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
5529743049605836378	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
17291258669442670565	34453685010072459	12574667121135963298	-183.703	74.7547	5566619242887452536	NaN	5656685945142785391	1	15026583530804077823	1433779992434	2.5	51233.5	166	1987	424801	1	1	3.43681e+06	151	1757.5	1
914084322975262110	14771401151246747869	12175623836676022739	164.29	52.356	4994850094228056084	14809773994507654988	3027499780234405913	34	6843963171864976598	1454033334124	2.5	152.5	578.5	1	12380.5	8.5	26.5	1	1	1	1
12273981647569155553	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
16740353922683129682	14771401151246747869	17089004857331286805	121.421	62.7497	15269012993848206518	8730898003012621500	9203211364990347262	1	6843963171864976598	1462561043329	2.5	223	233.5	377.5	34	1	1	137.5	20.5	1	1
2658753012185438907	34453685010072459	3875281194045982152	1	1	9635603008648383983	4910402426553403795	5656685945142785391	1	14771401151246747869	1468662509360	2.5	779.5	32.5	1357	4114	2.5	2.5	11357.5	145	8.5	1
772361344616653543	34453685010072459	12952811903422411247	163.056	46.4359	9635603008648383983	14805553423432444691	9203211364990347262	41.5	6843963171864976598	1474867616313	2.5	35.5	49	37	8.5	1	1	10	8.5	1	1
4429975507121279293	14771401151246747869	11740872891748772811	130.078	67.4455	6975560609331052074	7678693566015155663	5083169309446148209	1	6843963171864976598	1476003211257	2.5	73	8.5	1	25553.5	2.5	7	1	1	1	1
12466442764941552698	14771401151246747869	17089004857331286805	186	63.6168	17285744326937793943	16874085304234683492	8494060603423735195	28	14771401151246747869	1481508401305	2.5	347.5	65.5	187	5347	2.5	76	22546	143.5	2522.5	8.5
1195508463416738543	14771401151246747869	7265916326799606203	160.765	45.3144	9635603008648383983	14805553423432444691	5083169309446148209	1	6843963171864976598	1487325150283	2.5	26.5	4	4	143.5	17.5	293.5	2.5	4	2.5	1
4475424994828115147	34453685010072459	18126971862385853454	169.9	52.9402	9831029686526433193	18100769022758241543	9203211364990347262	29.5	34453685010072459	1459212764407	2.5	118	47.5	86.5	385	8.5	181	62.5	20.5	1	1
14091410907247544549	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
9347484361391496995	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
8588975621420847661	34453685010072459	16020623782118324895	164.412	52.4658	4994850094228056084	NaN	12336034620849050684	1	6843963171864976598	1470377760459	2.5	2615.5	43	1753	41.5	1	14.5	15166	151	980.5	1
3365790067527880066	34453685010072459	7265916326799606203	183.622	59.7648	567940193888357937	NaN	3027499780234405913	1	6843963171864976598	1489283932101	2.5	322	13	1	8.5	1	119.5	3841	139	9041.5	7
10118967055561450260	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
49164283454974887	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
5439939883806000416	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
16217887076668063073	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
11658410536604586390	34453685010072459	7265916326799606203	186.079	63.6721	17285744326937793943	16874085304234683492	5656685945142785391	34	6843963171864976598	1450191126398	2.5	82	29.5	2068	364	23.5	217	2093.5	13	1802.5	1
7823589175045421384	34453685010072459	13882554632700455398	171.526	53.7975	2990706663239105456	8142436086675740772	8494060603423735195	1	6843963171864976598	1460916093134	2.5	55	94	29.5	7124.5	1	1	14.5	7	1	1
4430765772493595854	34453685010072459	17089004857331286805	160.776	45.2677	9635603008648383983	5473114144172534853	5083169309446148209	26.5	6843963171864976598	1471686163303	2.5	94	85	272.5	460	1	1	134.5	17.5	2.5	1
8644474480196204351	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
1545336448584974787	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
13668083619449423557	14771401151246747869	11186396799932224812	171.522	35.4399	7555030694101606672	NaN	7941305549320701127	1	14771401151246747869	1476509357405	2.5	160	623.5	338.5	605.5	1	19	4216	8.5	14.5	1
13040055040824457010	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
6775638787326682664	34453685010072459	10042331214081538537	165.424	39.6829	5549267844095303283	14431526308636671397	16256945696872958129	26.5	6843963171864976598	1468760609317	2.5	1	1	1	1	1	1	1	1	1	1
10775984796122867161	34453685010072459	4327320840796792320	178.13	56.4174	2094941078847954051	1066413941480268369	5656685945142785391	1	14771401151246747869	1476287048132	2.5	2279.5	31	128.5	1	2.5	2.5	2251	151	77.5	1
16933481942402815043	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
3606703856454161558	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
15444049748380845969	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
10611007961394538213	34453685010072459	17089004857331286805	172.373	46.9381	18312104889363715121	NaN	5656685945142785391	26.5	6843963171864976598	1454168637293	2.5	409	7	38.5	130	1	8.5	5033.5	92.5	38.5	1
6371052569024806824	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
13866922310711381313	14771401151246747869	6720779561301729587	177.938	56.0102	2094941078847954051	4419326220132520574	9203211364990347262	28	6843963171864976598	1460789055280	2.5	422.5	28	17.5	229474	8.5	70	9812.5	62.5	13	1
4514103760167232645	34453685010072459	10042331214081538537	181.455	48.5089	4420317783970329551	4532628721693778760	12336034620849050684	32.5	6843963171864976598	1463484328395	2.5	1322.5	11.5	56183.5	913	14.5	403	58973.5	151	6947.5	7
3716299690822362574	14771401151246747869	93026412643587012	189.906	63.5854	4212505420525135630	964630188616158586	16256945696872958129	37	6843963171864976598	1471953824103	2.5	46	7	256	59.5	1	1	122.5	7	1	1
3801729521297036275	14771401151246747869	7964771042264225782	165.505	28.4094	12348141771748145117	NaN	3027499780234405913	1	6843963171864976598	1484736626404	2.5	29.5	2.5	8.5	8.5	1	8.5	5.5	4	1	1
4156443046364110129	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
15524915573909192488	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
286698973876825822	34453685010072459	7265916326799606203	181.364	46.3083	7821691606952319426	NaN	5656685945142785391	32.5	6843963171864976598	1453957240209	2.5	262	41.5	17.5	14.5	1	1	191.5	16	1	1
1306737646052547376	14771401151246747869	6151041801699491422	157.397	47.2545	13301720600350218719	11666915786961068307	8494060603423735195	38.5	6843963171864976598	1458731871207	2.5	745	608.5	67	81775	1	1	2551	151	1	1
1760292546492741901	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
11244464781614615342	34453685010072459	4327320840796792320	172.585	53.1946	11830957256725426636	NaN	5656685945142785391	1	6843963171864976598	1466664466365	2.5	3694	16	3400	946	1	1	64051	151	1	1
3327522618207046241	14771401151246747869	16429264127763712662	175.53	57.1929	9014416365170642882	15772866199656610978	7415541759533218098	28	6843963171864976598	1467624239147	2.5	322	74.5	5.5	1298.5	1	1	1705	35.5	1	1
6127760816593093706	34453685010072459	93026412643587012	148.848	37.6384	17569218084964201164	NaN	16256945696872958129	1	6843963171864976598	1470647149401	2.5	23.5	1	22	1	1	1	13	4	1	1
1366838532961678981	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
10599910983484048234	34453685010072459	7265916326799606203	178.343	37.8513	17188042325796387627	14808939702743103928	5656685945142785391	29.5	14771401151246747869	1477459479135	2.5	9625	19	25	21427	1	575.5	547118	151	80215	26.5
10590028945567443438	34453685010072459	1702696310057207949	182.513	62.334	10750116466499321167	16874085304234683492	5083169309446148209	1	6843963171864976598	1485422709417	2.5	224.5	10	260.5	2090.5	1	1	170.5	13	25	1
17114316271524645977	34453685010072459	1302322789487834240	157.438	47.4579	194779759283615547	12475520281949963058	8494060603423735195	40	6843963171864976598	1488734466192	2.5	41.5	11.5	43	1	10	191.5	25	7	29.5	1
17879050565933268716	34453685010072459	3659863142344469883	183.206	48.1152	7728751497385427149	NaN	5656685945142785391	37	6843963171864976598	1424614011439	2.5	533.5	10	29.5	1	1	1	76	23.5	1	1
11466544379795190657	34453685010072459	7964771042264225782	170.271	54.2509	585522820921406460	4433774914048077509	3027499780234405913	37	14771401151246747869	1456962655148	2.5	530.5	262	1	3178	1	1	3746.5	80.5	22	1
15256133728965480866	34453685010072459	4500566594593519963	170.716	62.5157	5790587793929224584	15256853394884368915	16256945696872958129	31	6843963171864976598	1458398058395	2.5	250	187	1	278.5	1	1	421	46	1	1
12599318265663789618	14771401151246747869	16834604891058616894	168.688	56.9126	4388491497049248267	4991005986475309810	4857821187217310605	37	6843963171864976598	1470666467278	2.5	164.5	127	23.5	13	1	206.5	13	4	1	1
10580103623301512640	14771401151246747869	1806765457763527853	162.025	46.4812	9635603008648383983	NaN	9203211364990347262	1	6843963171864976598	1478347953197	2.5	7	4	1	11.5	1	1	1	1	1	1
9103985118819921305	14771401151246747869	7265916326799606203	176.034	59.5836	13983803425652018616	NaN	5083169309446148209	1	6843963171864976598	1489500133219	2.5	85	238	37	1699	1	89.5	229	13	316	1
